SMILES,frequency,ndummys
Cc1nc2c3cc([*:3])c([*:2])cc3nc([*:1])n2n1,1,3
O=C1[C@@H]([*:2])[C@H](O)N[C@H](O)N1[*:1],1,2
c1nc([*:1])c2sc3nc([*:2])c4c(c3c2n1)CCCC4,1,2
O=C1N=C2C(=Nc3cc([*:2])ccc32)C(=O)N1[*:1],1,2
O=c1c([*:1])cn([*:2])c2cc(Cl)c([*:3])cc12,1,3
O=C1C([*:3])=NN([*:4])[C@H]([*:1])N1[*:2],1,4
O=C(CC[*:2])/N=c1\[nH]c2cc(Br)ccc2n1[*:1],1,2
O=S(=O)(/N=c1\[nH]ccc([*:2])c1[*:1])[*:3],1,3
Cc1nc2sc3c(c2c([*:1])c1[*:2])CC[C@H](C)C3,1,2
C[C@@H]1CC2=C(C[C@@]1(C)[*:1])C(C)(C)CCC2,1,1
O=c1c2c(nc([*:2])n1[*:1])C[NH+]([*:3])CC2,1,3
NC1=C([*:2])[C@H]([*:1])c2c(nc[nH]c2=O)O1,1,2
[O-]c1nc2c([*:2])sc(=S)n2c2cc([*:1])ccc12,1,2
C1CN([*:2])[C@@H]2C[C@H]([*:1])CC[C@H]2O1,1,2
O=C1[C@H]([*:1])[C@H]([*:2])N=C2C=CC=CN12,1,2
CC1(C)CC2(C[C@@H]([*:1])[C@H]1[*:2])OCCO2,1,2
O=c1[nH]c([*:1])nc2c1C1(CCCC1)Cc1ccccc1-2,1,1
Nc1c([*:1])cc([*:2])c2c1C(=O)c1ccccc1C2=O,1,2
O=C1C[C@H]([*:2])S(=O)(=O)c2ccccc2N1[*:1],1,2
c1nc2c([nH]1)[C@@H]([*:2])[NH+]([*:1])CC2,1,2
O=C1N=C(O)/C(=C/NNC(=O)[*:2])C(=O)N1[*:1],1,2
O=C1C[C@@H]([*:1])C2(CC[NH+]([*:2])CC2)N1,1,2
Cc1n[nH]c2c1[C@H]([*:1])S[C@@H](C)C(=O)N2,1,1
C[C@H]1C[C@H](C)CC2(C[NH+]=C(N)N2[*:1])C1,1,1
Cc1nc2sc3c(c2c2nnc([*:1])n12)CC[C@H](C)C3,1,1
N#C[C@H](/C(=N/S(=O)(=O)[*:2])[*:3])[*:1],1,3
O[C@]1([*:1])c2cccc3c2N(CCC3)[C@@H]1[*:2],1,2
Cc1cccc2c1NC(=O)/C2=N\NC(=O)[C@H](C)[*:1],1,1
C[C@H](S(=O)(=O)[C@@H](C)C(=O)[*:2])[*:1],1,2
C1C[C@H]([*:2])[C@@H]([*:3])C[C@@H]1[*:1],1,3
C[NH+]1CC(=C[*:1])c2nc3ccccc3c([*:2])c2C1,1,2
O=C1N[C@@]2(CC[NH+]([*:1])C2)C(=O)N1[*:2],1,2
C[C@H]1CC(=O)C2=C(C1)Nc1ncnn1[C@@H]2[*:1],1,1
Cn1c(=O)n([*:1])c(=O)c2c1nc([*:2])n2[*:3],1,3
C1CCN2C[C@@H]([*:1])[NH+]([*:2])C[C@H]2C1,1,2
Cc1cc([*:2])nc2sc3c(ncn4nc([*:1])nc34)c12,1,2
C[C@@H]1Nc2ncnn2[C@@H]([*:2])[C@@H]1[*:1],1,2
Nc1cccc2c1N[C@@H]([*:1])[C@H]1CCC[C@@H]21,1,1
C1CN2CCC1C1=NN([*:1])[C@@H]([*:2])[C@H]12,1,2
C[C@@H](C(=O)[O-])[C@H](C[*:1])C(=O)[*:2],1,2
Cn1/c(=N/S(=O)(=O)[*:2])sc2cc([*:1])ccc21,1,2
O=C1C(=C[*:3])c2ccc([*:1])cc2C(=O)N1[*:2],1,3
CC[C@@H](C)[C@@H](C(=O)/N=c1/sccn1C)[*:1],1,1
CC1(C)[C@](C)([*:2])[C@@]12CC[C@@H]2[*:1],1,2
O=C1CS[C@@]2(C(=O)N3CCCc4cccc2c43)N1[*:1],1,1
c1cc2c(cc1[*:3])[C@@H]([*:1])O[C@H]2[*:2],1,3
O=S1(=O)[N-]CN([*:1])c2cc(Cl)c([*:2])cc21,1,2
Cc1c([*:1])c([*:2])n2c(nc3ccccc32)c1[*:3],1,3
CC1=C[C@@H]([*:1])CC2=C1C(=O)N([*:2])C2=O,1,2
NC1=[NH+]C[C@]2(CC[C@@H]([*:1])C2)N1[*:2],1,2
NC1=[NH+]C[C@@]2(CC[NH+]([*:2])C2)N1[*:1],1,2
C[C@@H]1C[C@@]2(CC[NH2+]C[C@H]2[*:1])CCO1,1,1
O=c1nc2n(c3ccc(Br)cc13)C(=S)S[C@@H]2[*:1],1,1
c1cc2o/c(=[NH+]\[*:2])c([*:3])cc2cc1[*:1],1,3
c1nc([*:2])nc2c1[C@H]1CC[C@@H](C2)N1[*:1],1,2
Nc1nc2c(c([*:2])c1[*:1])C[C@H]([NH3+])CC2,1,2
O=C1/C(=C2\Sc3ccccc3N2[*:2])SC(=S)N1[*:1],1,2
O=C1C(=C2C=Cc3ccccc3N2[*:1])SC(=S)N1[*:2],1,2
CN1C[C@@]23CN([*:1])C[C@]2(C1)C[NH+](C)C3,1,1
[NH3+][C@@H]1c2cc([*:2])ccc2C[C@@H]1[*:1],1,2
CC1(C)[C@@H]([*:1])[C@H]([*:2])C(C)(C)N1O,1,2
C[C@H]1[C@@H](C)[NH+]([*:2])CC[C@H]1[*:1],1,2
CC1=Nc2c(c(=O)[nH]n2[*:1])[C@@H]([*:2])S1,1,2
Nc1oc2c([*:2])c3c([*:3])c(N)oc3cc2c1[*:1],1,3
c1cc2c3c(cccc3c1)[C@H]([*:2])[C@@H]2[*:1],1,2
CCCCC(=O)/N=c1\sc2cc([*:1])c([*:2])cc2n1C,1,2
CC1=Nn2c(nc([*:1])c2[*:2])NC(=O)[C@@H]1Br,1,2
Clc1ccc2c(c1)=C([*:1])[C@H]([*:2])[NH+]=2,1,2
Nc1nc2sc3c(c2c([*:3])c1[*:2])CCN([*:1])C3,1,3
CC(C)[C@@H](C)S(=O)(=O)[C@H](C)C(=O)[*:1],1,1
Cc1ccc2[nH+]c3c(c([*:1])c2c1)C[C@H](C)CC3,1,1
O=C1C2=C(Nc3ccccc3S[C@@H]2[*:1])c2ccccc21,1,1
[NH3+][C@@H]1c2ccc([*:2])cc2CC[C@H]1[*:1],1,2
[NH3+][C@H]1c2ccc([*:1])cc2CC[C@@H]1[*:2],1,2
CN1Cc2c(O)c([*:1])cc3c2c(c([*:2])n3C)C1=O,1,2
c1cc2c3c(cccc3c1)[C@H]([*:1])[C@@H]2[*:2],1,2
N[C@H]1[C@@H]([*:1])c2nc3ccccc3nc2N1[*:2],1,2
C1=C[C@@H]2c3ccccc3N[C@H]([*:1])[C@@H]2C1,1,1
CC[C@@H](C)[C@H](C(=O)[O-])S(=O)(=O)[*:1],1,1
C1C[NH+]([*:2])C[C@@H]([*:1])[C@@H]1[*:3],1,3
O=c1[nH]n([*:1])c2c1[C@H]([*:2])SCC(O)=N2,1,2
O=C(C[*:2])/N=c1/sc2cc3c(cc2n1[*:1])OCCO3,1,2
C[NH+]1CCC2(CC1)C[NH+]([*:1])C[C@H]2[*:2],1,2
O=c1c2c(nc([*:2])n1[*:3])CC[NH+]([*:1])C2,1,3
C[C@H](C(=O)[*:1])[S@@+]([O-])C/C=C/[*:2],1,2
C[C@H]([C@@H](CC(=O)[*:2])C(=O)[O-])[*:1],1,2
OC1=Nc2c([*:1])cn([*:2])c2[C@@H]([*:3])C1,1,3
C[C@@H](CC(=O)[*:1])C(=O)[C@@H](C#N)[*:2],1,2
Nc1nc2nc3c(c([*:1])c2c(=O)[nH]1)C(=O)CCC3,1,1
O=C1N[C@H]([*:2])C(=O)N([*:1])[C@H]1[*:3],1,3
C[C@H]1C2c3ccccc3C(c3ccccc32)[C@@H]1[*:1],1,1
OC1([*:2])C[C@H]2CCC[C@@H](C1)[NH+]2[*:1],1,2
S=[P@]1([*:1])N=C([*:2])C([*:3])=C2CCCN21,1,3
Cc1oc2c([*:3])c(O)c([*:1])cc2c(=O)c1[*:2],1,3
O=C1N=C([*:1])S/C1=C1\C(=O)Nc2ccc(Br)cc21,1,1
O=c1[nH]c(=O)n([*:2])c2c1C[NH+]([*:1])CN2,1,2
O=C1N[C@H]([*:1])C(=O)N2Cc3ccccc3C[C@H]12,1,1
C/C([O-])=C(/C(=N)N[*:2])C(=O)CC(=O)[*:1],1,2
CC1(C)C(=O)NC(=S)N2C(=O)C[C@@H]([*:1])N21,1,1
C[C@H]1CCc2c(sc3c2C(O)=N[C@H]([*:1])N3)C1,1,1
O=C(NN[C@@H]([*:1])[*:2])C(O)([*:3])[*:4],1,4
O[C@@H]1CC2(CC[NH2+]CC2)Oc2ccc([*:1])cc21,1,1
O=C1c2ccccc2[C@H]([*:2])C2(CCCCC2)N1[*:1],1,2
NC1=[NH+]C[C@]2(CCO[C@H]([*:2])C2)N1[*:1],1,2
c1ccc2c(c1)C[NH2+]C([*:1])([*:2])CN2[*:3],1,3
CC1(C)C[C@]2(C[NH+]=C(N)N2[*:1])C(C)(C)O1,1,1
[NH3+][C@@H]1CC[C@@H]2CN([*:1])C[C@@H]2C1,1,1
C[C@@]12CCCC[C@]1(O)[N+]([O-])=C([*:1])N2,1,1
O=C1[C@@H]2C=C[C@@H](C=CC2)C1([*:1])[*:2],1,2
CC1=C([*:2])N2C(=O)[C@@H]([*:1])[C@H]2SC1,1,2
c1nc([*:2])nc2c1C[C@@H]1CN([*:1])C[C@H]21,1,2
CN1C(=O)N([*:2])C(=O)[C@H]([*:1])[C@@H]1O,1,2
OC1([*:1])[C@@H]2CCC[C@H]1C[NH+]([*:2])C2,1,2
[NH3+][C@@H]1CC[C@@H]([*:1])C[C@@H]1[*:2],1,2
Cl[C@@H](C(Cl)(Cl)[C@H]([*:1])[*:2])[*:3],1,3
C1CCn2c([*:3])nn3c([*:1])c([*:2])c(c23)C1,1,3
O=C1NC(=O)[C@@](Br)([*:1])[C@@H]([*:2])N1,1,2
C[C@@]1([*:2])C(=O)NC2(CCCC2)C(=O)N1[*:1],1,2
O=C1[C@@H]([*:3])Oc2ccc([*:2])cc2CN1[*:1],1,3
O[C@@H]1O[C@H](O)[C@H]([*:1])O[C@H]1[*:2],1,2
c1ccn2c3c([*:2])c([*:3])cc-3c([*:1])cc2c1,1,3
Cc1c([*:1])c([*:3])n2c(nc3ccccc32)c1[*:2],1,3
[O-]C1=C([*:1])C(=N[*:3])c2cccc([*:2])c21,1,3
NC(=S)N/N=C1\C(=O)Nc2cc3c(cc21)oc1ccccc13,1,0
O=c1[nH]n([*:2])c2c1[C@H]([*:1])SCC(O)=N2,1,2
C1C[C@H]2C[C@@H]1[C@H]1CN([*:1])C[C@@H]21,1,1
O=C1C[C@H]([*:2])C2(CCN([*:3])CC2)N1[*:1],1,3
O=c1[nH]c(=O)n([*:1])c2c1C[NH+]([*:2])CN2,1,2
Cn1nc([*:1])c2c1N[C@@H]1CCCC[C@H]1C(=O)N2,1,1
Cc1cc(C)c2c(c1)[C@](O)([*:1])C(=O)N2[*:2],1,2
CC1=C([*:2])[C@H]([*:1])n2c(nc3ccccc32)N1,1,2
CC1(C)[C@H]2C=C[C@@]1(C)C(=O)[C@@H]2[*:1],1,1
[O-]C1=C([*:1])C[NH+]([*:3])C[C@@H]1[*:2],1,3
Nc1nc2c3c(cc([*:1])nc3c1[*:2])-c1ccccc1O2,1,2
C[C@@H]1c2ccc([*:1])cc2OC(=O)[C@@H]1[*:2],1,2
Clc1ccc2c(c1)=C1CCN([*:1])C[C@@H]1[NH+]=2,1,1
C[C@@]1([*:2])Nc2ccccc2-c2nnc([*:1])nc2O1,1,2
C1C[C@H]2C[NH+]([*:2])CC[C@@H]2N([*:1])C1,1,2
C[C@H]1CCC[C@@]2(C1)OC[C@H]([*:2])N2[*:1],1,2
CC1([*:1])COC2(OC1)C(=O)N([*:2])c1ccccc12,1,2
C1CC[C@H]2[C@H](C1)CC[C@@H]([*:1])N2[*:2],1,2
O=C1C2=NC=C([*:2])C2=N[C@H]([*:1])N1[*:3],1,3
[NH3+][C@H]1c2cc([*:1])ccc2CC[C@@H]1[*:2],1,2
O=C1N[C@H]2C[C@@](O)(N1)[C@@H]1OC[C@H]2O1,1,0
O=C1/C(=C/[*:2])C(=O)N([*:3])C(=O)N1[*:1],1,3
O=C1/C(=N/NC(=O)[*:1])c2cc(Br)ccc2N1[*:2],1,2
O=c1c2c([*:1])n([*:3])c(=O)cc2[nH]n1[*:2],1,3
NC(=S)N/N=C1C(=N/N=C(\N)[S-])\Sc2ccccc2\1,1,0
C[C@]12CN([*:1])C[C@H]1NC(=O)c1ccccc1C2=O,1,1
c1ccc2c(c1)N[C@@H]([*:1])n1nc([*:2])nc1-2,1,2
O=C1C[C@H]([*:2])[C@@H]([*:3])C([*:1])=N1,1,3
CC1(C)CC(=O)c2cnc3c([*:2])c([*:1])nn3c2C1,1,2
c1ccc2c(c1)=[NH+][C@@H]1N=C([*:1])N=NC=21,1,1
C[C@]1([*:1])[C@H]2CC[C@H](C2)[C@H]1[*:2],1,2
S=[P@]1([*:1])C2=C(CCC2)C2=C(CCC2)N1[*:2],1,2
Cn1c2c(c(=O)n(C)c1=O)[C@@H]([*:1])C(=O)N2,1,1
Cc1[nH]c2c([*:2])cc([*:1])cc2c(=O)c1[*:3],1,3
O=c1c2[nH]c([*:3])nc2n([*:1])c(=O)n1[*:2],1,3
[NH3+][C@H]1CC[C@@H]2CC[C@H]([*:1])N2C1=O,1,1
CC1(C)CC2(C[C@H]([*:1])[C@@H]1[*:2])OCCO2,1,2
C[C@@H](C(=O)[*:1])[C@H](C)S(=O)(=O)[*:2],1,2
Cc1cc(C)c2s/c(=N\C(=O)C[*:2])n([*:1])c2c1,1,2
Brc1ccc2c(c1)=C([*:1])[C@H]([*:2])[NH+]=2,1,2
O=C(C[S@@+]([O-])C/C=C/[*:1])NNC(=O)[*:2],1,2
CC/C(=C/C(=O)[C@H](C[*:1])C(=O)[O-])N(C)C,1,1
c1[nH]c2c([nH+]1)[C@@H]([*:1])N([*:2])CC2,1,2
O=C1[C@@H]2C([*:1])=NO[C@@H]2C(=O)N1[*:2],1,2
O=c1cccc2n1C[C@H]1C[C@@H]2C[NH+]([*:1])C1,1,1
O=C(C[C@@](O)(C(F)(F)F)[*:1])NNC(=O)[*:2],1,2
O=C1/C(=C\C(=O)[*:1])N([*:3])C(=S)N1[*:2],1,3
CC1(C)S[C@@H]2c3ccccc3C(=O)N2[C@@H]1[*:1],1,1
NC1=NC(=O)[C@H]2C(=N1)NC(=O)C[C@@H]2[*:1],1,1
CC1=C([*:3])S[C@]2(SC([*:1])=NN2[*:2])N1C,1,3
O=C1Nc2c(cccc2[*:1])/C1=C1\SC(=S)N=C1[O-],1,1
Cc1cc(=O)oc2c3c(c([*:1])cc12)OCN([*:2])C3,1,2
C[C@@H]([C@@H](Cl)C(C)(C)S(C)(=O)=O)[*:1],1,1
S=C1N=C2CCN([*:2])CC2=C([*:1])[C@H]1[*:3],1,3
O=[N+]([O-])/N=c1/nc([*:1])cc([*:2])[n-]1,1,2
CC1(C)CC(=O)C2=C(C1)Nc1ccccc1S[C@H]2[*:1],1,1
C[C@@H]1CC[C@@H]([*:1])c2[nH]nc([*:2])c21,1,2
C1=C[C@H]2c3ccccc3N[C@@H]([*:1])[C@@H]2C1,1,1
C1C[C@H]([*:1])[C@@H]([*:3])C[C@@H]1[*:2],1,3
c1c([*:3])ncn2c([*:4])c([*:1])c([*:2])c12,1,4
c1ccc2c(c1)ccc1cc3sc(=[N+]4CCCC4)nc-3oc12,1,0
O=C1C[C@H]([*:1])c2cc([*:3])c([*:2])cc2N1,1,3
C1C([*:2])=N[C@H]([*:3])[NH2+][C@H]1[*:1],1,3
Cc1c([*:1])sc2nc3n(c(=O)c12)CC[C@H](C)CC3,1,1
C[C@H]1CN2C(=O)CN([*:1])C[C@@H]2c2ccccc21,1,1
OC1=Nc2c(sc([*:2])c2[*:1])[C@@H]([*:3])C1,1,3
c1nc([*:2])nc2c1[C@@H]1CC[C@H](C2)N1[*:1],1,2
O=S(=O)(/N=C(/N=C(\[S-])[*:2])[*:3])[*:1],1,3
O=C1C[C@H]([*:1])CC2=C3N=c4ccccc4=C3C=C12,1,1
[NH3+]C1=C([*:2])C2=C(CCCCC2)C[C@H]1[*:1],1,2
O=C1c2ccccc2[C@@H]([*:1])C2(CCCC2)N1[*:2],1,2
CC1=NO[C@@H]2NC(=O)C[C@@H]([*:1])[C@@H]12,1,1
Cc1c([*:2])sc2c1c(=O)n([*:1])c(=O)n2[*:3],1,3
N1=NC2=NC([*:1])=C([*:2])[C@H]([*:3])N2N1,1,3
Cn1c2c(c(=O)n(C)c1=O)[C@H]([*:1])CC(=O)N2,1,1
C[C@H]([C@H](CC(=O)[*:2])C(=O)[*:3])[*:1],1,3
O=C1[C@@H]2C[C@@H]([*:1])CCN2C(=O)N1[*:2],1,2
O=C1N([*:1])C(=O)C2(CCN([*:2])CC2)N1[*:3],1,3
Fc1ccc2c(c1)[C@H]1OCC[C@H]1[C@H]([*:1])N2,1,1
CC1=CC(=C2C(=O)c3ccccc3C2=O)C=C(C)N1[*:1],1,1
O=C1/C(=C2\Sc3ccccc3N2[*:1])SC(=S)N1[*:2],1,2
O=C1C(=O)N([*:2])[C@@H]([*:3])[C@H]1[*:1],1,3
C[C@H]1CC[C@]2(CC(=O)NC(=O)[C@H]2[*:1])C1,1,1
O=C1C[C@H]([*:1])C2=CC3=CN=NC3=C[C@@H]2N1,1,1
[O-]c1nc2c([*:1])sc(=S)n2c2cc([*:2])ccc12,1,2
O=c1cc([O-])c2c(=O)n([*:1])c3c(c2o1)CCCC3,1,1
C[C@@H](C[*:1])/C([O-])=N/S(=O)(=O)C[*:2],1,2
O=C1NC[C@]2(CCC(=O)N([*:1])CC2)Oc2ccccc21,1,1
O=C1CC/C(=C(\[O-])[*:1])C(=O)/C1=C\N[*:2],1,2
C[C@@H]([C@H](CC(=O)[*:1])C(=O)[O-])[*:2],1,2
C[C@@H](C/C([O-])=N/S(=O)(=O)C[*:1])[*:2],1,2
O=C1C[C@@H]([*:2])[C@@H]2C(=NN=C2[*:1])N1,1,2
C[C@@H]1/C(=N/O)C[C@H]([*:1])N[C@H]1[*:2],1,2
C[C@@H]1[C@@H](O)c2cccc3c2[C@@H]1CCC3(C)C,1,0
C1CC2(CCC([*:2])CC2)[C@@H]([*:1])C[NH2+]1,1,2
C1C[C@@H]([*:1])[C@H]([*:3])C[C@@H]1[*:2],1,3
O=C1[C@@H]([*:1])S/C(=N\N=C/[*:2])N1[*:3],1,3
C1CC[C@H]2[C@@H](C1)C[C@@H]([*:2])N2[*:1],1,2
C[C@H](C(=O)[O-])[C@H](C)[S@+]([O-])[*:1],1,1
C1C[NH2+][C@@H]2CCN([*:2])C[C@]2([*:1])C1,1,2
O=C1/C(=C\C=C/[*:1])C([O-])=NC(=S)N1[*:2],1,2
NC1=C([*:2])[C@H]([*:1])c2cc3c(cc2O1)OCO3,1,2
C1[C@@H]([*:2])[NH+]=C([*:1])N[C@H]1[*:3],1,3
O=C(CCC(=O)[*:2])/N=C1/N=N[C@@H]([*:1])S1,1,2
CC1CCC2(CC1)NC(=O)C([*:2])=C([S-])N2[*:1],1,2
Cc1ccc2c(c1)C(=O)CC1(CC[NH+]([*:1])CC1)O2,1,1
CC1(C)CC2=C3C([S-])=NC(=S)N=C3S[C@@H]2CO1,1,0
c1nc2c([nH]1)C[NH+]([*:1])[C@@H]([*:2])C2,1,2
C1C[NH+]2C[C@@H]([*:1])[C@H]1C[C@H]2[*:2],1,2
CN1/C(=C/C=N/NC(=O)[*:1])C(C)(C)c2ccccc21,1,1
CN1C(=O)/C(=C2/C(=O)Nc3ccccc32)SC1=N[*:1],1,1
c1c([*:3])c([*:4])cc2c([*:1])c([*:2])oc12,1,4
Cc1c([*:3])sc2c1c(=O)n([*:2])c(=O)n2[*:1],1,3
CC1(C)Oc2ccc3ccc(=O)oc3c2/C(=C/[*:1])C1=O,1,1
O=C1CC[C@@]2([*:1])N1c1ccccc1C(=O)N2[*:2],1,2
C[C@@H]1C(=O)N([*:1])[C@H]([*:2])S1(=O)=O,1,2
CC1=C([*:1])O[C@@H]2NC(=O)O[C@@H]2[C@H]1C,1,1
c1ccc2c(c1)OC([*:1])=C([*:2])[C@@H]2[*:3],1,3
O=C1OCC2=C1[C@@H]([*:1])c1cc3c(cc1N2)OCO3,1,1
C[C@H]([C@@H](CC(=O)[*:1])C(=O)[O-])[*:2],1,2
O=C1[C@@H]([*:2])S/C(=N/N=C\[*:3])N1[*:1],1,3
N=C1NC(=O)N([*:1])[C@@]12CCCC[C@@H]2[*:2],1,2
CC1=NC(=O)[C@H]2C(=N1)NC(=O)C[C@@H]2[*:1],1,1
Cc1cc([*:3])nc2nn3c([*:1])cc([*:2])nc3c12,1,3
O=C1N=C([O-])N([*:1])[C@@H](O)[C@H]1[*:2],1,2
O=C1N=C([*:2])[N-][C@H]([*:3])[C@H]1[*:1],1,3
C1C[C@H]([*:2])C2=N[C@@H]([*:1])S[C@@H]12,1,2
C[C@@H]1CN([*:2])Cc2cc3cccc([*:1])c3nc2O1,1,2
Cc1cc(C)c2c(n1)S[C@@H]([*:1])[C@H]2[NH3+],1,1
O=S(=O)(/C=C/[*:2])/N=c1/cc([*:1])cc[nH]1,1,2
c1cc2c(cc1[*:1])c1c3n2CC[NH2+][C@@H]3CCC1,1,1
CC[C@H](C)[C@@H](C(=O)NNC(=O)C[*:2])[*:1],1,2
c1ccc2c(c1)N([*:1])[C@@H]([*:2])c1cccn1-2,1,2
O=C1/C(=C2/Sc3ccccc3N2[*:2])SC(=S)N1[*:1],1,2
C1C[C@H]2OC[C@@H]([*:2])N2[C@@H]([*:1])C1,1,2
Cc1c([*:1])sc2nc3n(c(=O)c12)CC/C3=C\[*:2],1,2
C[C@@H](C(=O)[*:1])[S@+]([O-])C/C=C/[*:2],1,2
CC(C)(C)[C@H](O)/C(=C(\O[*:1])[*:3])[*:2],1,3
NC1=[NH+]C[C@]2(CCC[C@H]([*:1])C2)N1[*:2],1,2
Nc1nc2c(c([*:1])c1[*:2])C[C@H]([NH3+])CC2,1,2
Fc1ccc2c(c1)c1c(n2[*:2])CCC[NH+]([*:1])C1,1,2
N[C@H]1Oc2c(ccc3ccccc23)C(=O)[C@@H]1[*:1],1,1
C[C@@H]1Cc2cc([*:1])c3cc([*:2])[nH]c3c2O1,1,2
Nc1nc2c(c([*:3])c1[*:2])C[C@@H]([*:1])CC2,1,3
O=c1n([*:1])c2c([*:4])nc([*:3])nc2n1[*:2],1,4
c1nc2c([nH]1)[C@@H]([*:1])[NH+]([*:2])CC2,1,2
O=C1NC(=O)[C@H]([*:3])C([*:1])[C@H]1[*:2],1,3
CN1C(=O)N=C2C(=N[C@@H]([*:1])N2[*:2])C1=O,1,2
O=C1[C@@H]2CN([*:3])C[C@]2([*:2])CN1[*:1],1,3
CC1=CC(C)(C)N2C(=O)C(=O)c3c([*:1])ccc1c32,1,1
CN1/C(=C\C=N\NC(=O)[*:1])C(C)(C)c2ccccc21,1,1
Cc1cc(=O)n2c(n1)SC[C@H]([*:1])[C@H]2[*:2],1,2
CC1=C([*:1])[C@@]([*:2])([*:3])C([O-])=N1,1,3
O=c1c2sc3nc([*:1])c4c(c3c2ncn1[*:2])CCCC4,1,2
c1c2c(nc3cc4c(cc13)OCO4)OCC[NH+]([*:1])C2,1,1
C[C@@H](C(=O)/C(C#N)=C1\Nc2ccccc2S1)[*:1],1,1
O=C1Nc2c(Cl)cccc2[C@]12CC(O)=Nc1[nH]ncc12,1,0
CN1C(=S)NC2=C(C(=O)c3ccccc32)[C@@H]1[*:1],1,1
O=C1/C(=C\[*:2])C(=O)N([*:3])C(=S)N1[*:1],1,3
C[C@@H]1[C@@H](C)c2ccc([*:1])cc2[C@@H]1Br,1,1
C(/C=C/[*:1])=C1/SC(=[N+]2CCCC2)N=C1[*:2],1,2
Cc1nc2sc3c(c2c2nc([*:1])nn12)CCN([*:2])C3,1,2
Cc1c([*:1])oc2ccc3c(c12)C(=O)CC1(CCCC1)O3,1,1
C[C@H]1CCCC[C@]12CC(=O)NC(=O)[C@@H]2[*:1],1,1
C[C@@]1([*:1])Cn2c(cc3ccsc32)C(=O)N1[*:2],1,2
O=C1NC(=O)N([*:1])C(=O)/C1=C/NNC(=O)[*:2],1,2
NC1=C([*:1])[C@@H]2c3ccccc3C=NN2C2=NCCN21,1,1
S=[P@]1([*:2])N=C([*:1])C([*:3])=C2CCCN21,1,3
C[C@@H]1[C@H](C)Sc2c(Br)cccc2[C@@H]1[*:1],1,1
OC1=Nc2c(sc([*:2])c2[*:3])[C@@H]([*:1])C1,1,3
N=C1NC(=O)N([*:1])[C@@]12CCc1cc(Br)ccc1C2,1,1
C1[NH2+]C[C@H]2[C@H]1CN([*:1])[C@H]2[*:2],1,2
C1[C@@H]([*:2])n2nc([*:3])nc2N[C@H]1[*:1],1,3
C[C@@H]1CCc2c(sc3nc([*:1])nc([*:2])c23)C1,1,2
O=C1/C(=C2\SC(=S)N=C2[O-])c2ccccc2N1[*:1],1,1
O=C1[C@H]([*:1])N=C2c3ccccc3N=C([*:2])N12,1,2
c1cc2cc([*:2])/c(=[NH+]/[*:3])oc2cc1[*:1],1,3
OC1=Nc2c([*:2])cn([*:3])c2[C@@H]([*:1])C1,1,3
NC1=C([*:2])[C@@H]([*:3])c2nc([*:1])oc2N1,1,3
N=C1SC(N)=C([*:2])[C@H]([*:1])[C@H]1[*:3],1,3
Cc1nc2c3cc([*:3])c([*:1])cc3nc([*:2])n2n1,1,3
O=C1N[C@H]([*:2])C(=O)N([*:3])[C@H]1[*:1],1,3
Cc1nn([*:2])c2nnc3cc([*:1])c([*:3])cc3c12,1,3
c1ccc2c(c1)c([*:2])nn1c3ccc([*:1])cc3nc21,1,2
N=C1NC(=O)N([*:2])[C@@]12CCCC[C@@H]2[*:1],1,2
O[C@@]1([*:1])[C@H]2COc3ccccc3C2=NN1[*:2],1,2
NC1=Nc2nc3cc4c(cc3n2[C@H]([*:1])N1)OCCCO4,1,1
C1C[NH+]([*:1])C[C@]2(C1)CC[NH+]([*:2])C2,1,2
Oc1c(O)/c(=N\C[*:2])c1=[N+]1CCC([*:1])CC1,1,2
N=C1NC(=O)N([*:2])[C@]12CCC[C@H]([*:1])C2,1,2
C[C@@]1(Cl)C(=O)C[C@H]([*:1])[C@@H]1[*:2],1,2
O=C1Oc2ccc(Br)cc2[C@H]([*:2])[C@@H]1[*:1],1,2
CN1C(=O)N([*:2])C(=O)C12CC[NH+]([*:1])CC2,1,2
Cn1nc([*:3])c2c1-c1cc([*:2])c([*:1])cc1C2,1,3
C/C(=C/C([O-])=C(/C#N)C(=O)[*:1])C(C)(C)C,1,1
O=C1Nc2ccc(F)cc2/C1=C1/SC(=O)N([*:1])C1=O,1,1
C[C@@]1([*:2])NC(=O)C2(CCCC2)N([*:1])C1=O,1,2
C[C@@H]1CCC[C@@]12CC(=O)NC(=O)[C@H]2[*:1],1,1
Cn1c([*:1])nc2c(c1=O)C1(CCCC1)Cc1ccccc1-2,1,1
C[C@@H]1N=C([*:1])[C@@H]2[C@@H]([*:2])N12,1,2
O[C@@]1([*:2])CCC[C@@H]2CN([*:1])C[C@H]21,1,2
C1CC2(CCC([*:1])CC2)[C@@H]([*:2])C[NH2+]1,1,2
O=S(=O)(CCCC(F)(F)F)/N=C(\[O-])C=C1CCSCC1,1,0
S=C1N[C@H]([*:2])N2C(=S)N[C@@H]([*:1])N12,1,2
O[C@@]1([*:2])C[C@@H]([*:1])O[C@@H]1[*:3],1,3
Cc1nc2sc3c(c2c2nc([*:1])nn12)[C@H](C)CCC3,1,1
O=C1C[C@H]([*:2])N[C@H]([*:3])[C@H]1[*:1],1,3
